NAME	DESCRIPTION	SK_MEL_301T	SK_MEL_311AT	SK_MEL_321AT	SK_MEL_337T	SK_MEL_351T	SK_MEL_363T	SK_MEL_381T	SK_MEL_389	SK_MEL_394T	SK_MEL_398T	SK_MEL_430T	SK_MEL_445T	SK_MEL_455T	SK_MEL_539T	SK_MEL_499	SK_MEL_526T	SK_MEL_540	SK_MEL_551AT	SK_MEL_560_2T	SK_MEL_566_1	SK_MEL_574	SK_MEL_581_1T	SK_MEL_598_1T	SK_MEL_641_1
AC004840.9	AC004840.9	1.36424	0.574324	0.297784	0.851433	0.573567	1.86932	0.614754	0.325483	1.07724	0.635064	2.36297	0.328502	0.424495	1.14056	0.444002	0.278691	1.65289	0.761924	0.252607	0.58957	0.915492	1.0183	1.09903	0.520602
AC004878.3	AC004878.3	0.807744	0.537046	0.254985	0.483091	0.461057	0.866727	0.851147	0.518816	0.436703	0.485468	0.953529	0.346747	0.769951	2.06324	0.634126	0.681543	1.25411	0.70525	0.783527	0.849949	0.608402	0.501939	0.436208	1.00076
AC004893.11	AC004893.11	2.74125	1.44148	0.674712	1.68977	1.19058	3.62424	2.17145	0.505546	3.01164	2.33022	4.82476	0.799964	2.36996	3.84854	0.864719	1.46994	3.27892	1.36495	3.88668	0.913162	1.11196	2.13822	1.19151	1.34197
AC004967.7	AC004967.7	2.20032	3.06894	3.4429	1.20027	1.63938	3.56201	4.25924	2.34629	1.3275	3.39332	1.85502	1.82554	1.33093	6.38992	3.8759	8.15713	4.86334	2.86397	13.0089	4.31882	2.06887	6.76968	2.49227	4.28487
AC004980.7	AC004980.7	4.10092	8.99343	3.56274	1.29428	1.40851	3.27729	2.67406	2.21325	2.2321	10.6762	2.64903	1.4359	2.0016	19.9815	1.43285	2.18906	8.89541	2.97883	2.5839	2.30938	1.96053	2.98805	3.57045	3.31727
AC004987.9	AC004987.9	2.48794	0.299812	1.49941	0.869681	0.753274	0.926729	0.942145	0.897016	0.705235	0.977383	0.695328	1.63481	1.10238	0.680146	1.04723	0.468003	0.547618	0.906067	0.697993	0.284965	0.242122	0.231534	0.66534	0.408209
AC005000.1	AC005000.1	28.6215	19.037	19.369	18.7506	12.5054	19.5718	13.9452	17.7368	11.5005	14.2596	15.9723	15.2062	21.5241	10.7311	13.6102	15.7791	22.0872	14.4017	26.5942	15.1429	29.3007	11.7254	12.3751	22.0612
AC005003.1	AC005003.1	2.08553	0.728579	0.553152	0.348831	0.150106	0.758523	4.6046	0.217953	0.323123	1.00987	0.339932	0.969342	1.83189	1.43471	0.187381	0.457542	0.897142	0.751282	1.48673	0.586993	0.781162	1.02942	0.547611	0.218134
AC005076.5	AC005076.5	4.11102	4.0628	0.456024	0.643789	1.1851	1.33052	2.59594	0.742453	1.63214	1.1344	1.36023	1.44107	1.306	4.30355	0.506524	0.873176	1.57021	1.52666	4.06521	0.944296	0.467546	1.23859	1.78874	1.56053
AC005154.6	AC005154.6	10.2731	12.0333	2.93547	11.5572	8.23061	10.8359	16.9969	8.86933	17.4976	10.9726	26.7591	8.17561	10.4717	15.7438	12.9108	9.5437	22.9641	9.55417	22.0489	18.815	24.4271	9.62885	10.7353	18.2279
AC005253.2	AC005253.2	0.856346	0.508491	0.674631	0.949974	0.383829	0.556766	1.36488	0.134405	0.800377	0.633327	1.8995	0.653807	1.1568	0.939804	0.657592	0.254032	0.371806	0.426384	1.06932	0.626046	0.494534	0.329561	0.507804	0.709661
AC005253.4	AC005253.4	2.01204	2.42576	4.26735	2.70188	2.7766	3.0426	6.79051	1.41918	0.567755	2.30739	2.79559	2.48961	4.26392	1.14272	0.591012	3.1365	1.5899	1.66109	1.34856	2.94447	2.11015	0.86073	3.30718	1.51487
AC005255.3	AC005255.3	3.09266	5.45871	4.19913	4.30146	4.49428	3.19494	3.4551	6.92144	2.42887	4.26909	1.96003	5.47334	4.20316	3.13953	7.35798	6.02977	3.72276	3.68915	7.90294	9.67256	6.39995	4.74319	8.57286	12.536
AC005306.3	AC005306.3	4.47753	0.821716	1.24779	2.71515	1.50178	0.793662	0.820797	0.366763	7.78886	2.70276	14.8927	0.746819	1.76524	2.00111	2.79059	0.861864	1.53758	1.29397	3.27314	0.950286	1.22545	0.552436	1.50083	1.25617
AC005523.2	AC005523.2	11.1094	8.44488	3.91347	2.68173	4.23497	6.53669	4.424	3.86999	5.23058	3.64767	5.33551	4.62354	7.71537	4.37777	4.36898	4.34085	8.43815	3.05621	6.58389	11.6229	7.03894	1.71288	4.811	7.83607
AC005562.1	AC005562.1	2.46477	4.02731	3.07108	4.04748	2.78605	4.78737	10.5322	2.91124	2.29668	9.02402	4.03079	3.05237	2.99647	3.96422	4.73033	3.66932	4.65591	4.27057	3.91551	4.75952	2.82015	4.01464	3.73753	10.22
AC005618.1	AC005618.1	1.42131	6.61696	1.84913	1.8932	1.68949	2.57144	1.4976	2.13234	2.79827	2.13953	3.52781	3.5146	4.83891	2.67934	0.688434	2.90969	1.81878	1.78904	6.36959	1.97314	1.23652	4.81673	3.66752	1.24781
AC005740.3	AC005740.3	2.48393	2.12206	0.814819	0.809243	1.02353	1.27488	2.10947	1.89291	0.389495	0.857114	0.4316	0.771228	2.22288	1.04027	1.81912	0.994444	2.1087	0.820824	1.03162	2.44018	1.25895	1.01506	0.81694	2.40834
AC005789.11	AC005789.11	0.806523	0.431806	4.62416	0.439538	0.275271	0.111631	0.59538	0.0942698	0.279604	1.21529	0.116027	0.825964	0.525764	0.344059	0.615731	1.07411	0.265042	1.3299	0.156467	0.492037	0.443432	0.700771	1.70732	0.362512
AC005795.1	AC005795.1	3.19028	3.21628	9.195	3.77104	2.55816	4.58638	3.79766	5.02469	2.62942	3.61533	4.8092	4.50942	4.11001	3.07258	4.13629	5.78097	5.61187	5.89277	2.40825	5.78326	3.00653	4.39325	4.38884	4.92216
AC005822.1	AC005822.1	4.19533	1.9646	1.54702	2.07998	1.26528	0.880494	3.14154	1.2995	1.12506	1.38979	1.98366	1.87655	2.50368	3.43907	2.7969	1.36978	1.94348	1.33237	1.64963	2.05605	2.26093	1.42644	1.27926	3.81346
AC005884.1	AC005884.1	41.3647	26.6116	20.7065	32.7307	16.0108	33.4723	21.5988	28.5423	35.7153	17.4746	48.6869	18.7315	24.9023	35.8101	13.0086	25.0376	34.4993	15.0575	21.1405	29.3182	58.1759	22.6076	21.8171	26.4559
AC005943.5	AC005943.5	3.54231	0.534593	0.428159	0.505986	0.285539	0.343136	0.706702	0.207309	0.386928	2.28364	0.297293	1.06108	0.553225	0.484091	0.568645	0.515234	0.467458	0.119058	0.15284	0.183644	0.669406	0.112952	0.631596	0.649453
AC005944.2	AC005944.2	34.0859	41.0546	52.4845	10.009	18.3223	8.68311	19.9254	21.6893	55.3597	29.7355	62.5765	34.2801	33.9807	15.436	28.8991	18.438	50.6511	17.2124	14.0608	18.8023	31.1297	27.4575	14.1889	11.8163
AC006011.4	AC006011.4	18.1737	4.31277	3.85737	2.44614	7.34705	4.79836	9.48649	2.33624	6.02632	3.52471	7.49899	5.0347	8.6915	5.7647	3.21098	7.43751	5.62239	2.74183	1.1303	4.11097	6.07671	3.62607	6.81262	6.63222
AC006449.1	AC006449.1	16.4759	5.41282	7.25452	4.83169	5.9009	13.0196	3.83763	7.53856	19.7055	12.0242	29.9927	9.56502	7.28837	11.0861	7.5927	5.68289	23.072	5.41758	4.65092	4.06661	18.2928	6.02294	6.71971	6.77608
AC006538.1	AC006538.1	0.789429	0.453352	0.206898	0.271745	0.266363	0.809269	0.0898775	0.15755	0.274998	1.80429	0.334702	0.453296	0.383919	0.545081	0.215116	0.567198	0.839009	0.129513	0.461671	0.372519	0.213147	0.242602	2.02077	0.141584
AC006978.6	AC006978.6	5.13537	1.98936	1.01975	3.93715	2.582	6.70142	4.04357	4.4354	5.3582	3.44634	10.3249	1.85025	2.25574	4.60546	4.03957	2.15054	4.2696	3.48392	6.46429	2.36051	4.60259	4.95597	3.4455	1.74199
AC007041.2	AC007041.2	0.735586	0.541951	0.477256	0.367529	0.460197	0.433861	0.83874	0.471185	0.335613	0.42514	0.17009	0.455727	0.795857	0.381886	0.337371	0.466804	0.513334	0.248172	0.979602	0.565749	0.789077	0.43534	0.268731	1.02249
AC007228.11	AC007228.11	0.543727	0.632926	0.256639	0.092295	0.0828952	0.428381	0.0678501	0.098084	0.238733	0.146021	0.547635	0.0879762	0.19326	0.190651	0.147146	0.0835431	1.1306	0.369149	0.557605	0.348494	0.140942	0.74406	0.151622	0.329179
AC007228.9	AC007228.9	1.54789	0.956163	1.20034	0.655741	0.879515	0.870872	1.8939	0.859321	1.50333	0.881173	0.766389	1.35294	0.894364	0.925876	1.0997	0.53236	2.20795	1.36305	2.78236	1.07176	2.86683	0.833458	1.06209	1.17643
AC007229.3	AC007229.3	7.22134	1.97509	4.01839	3.36556	1.91225	3.5339	2.08597	4.42576	2.3161	3.44078	1.40772	1.77292	3.16342	1.04559	2.9473	2.57192	3.0748	2.40565	9.72807	5.03267	1.2882	2.59312	2.61341	3.7875
AC007238.1	AC007238.1	4.06868	3.08555	2.93296	3.12779	1.76045	3.81372	2.22982	4.65304	2.83153	3.08864	4.57151	2.9834	3.33166	1.88345	2.81375	2.96906	4.97701	3.35675	7.4115	3.5443	3.77784	2.10924	3.56521	4.46468
AC007246.3	AC007246.3	4.19421	7.10898	5.45935	8.50269	7.80719	7.55693	8.41148	26.5202	6.67669	5.5842	2.97187	8.17913	6.77968	4.79677	7.76648	14.9723	8.26754	6.74728	5.74599	16.4542	6.14678	19.6134	8.89149	2.16398
AC007283.5	AC007283.5	3.11678	2.92865	1.17533	2.37004	6.91779	4.28779	2.93102	2.50026	11.2915	3.55748	8.77249	3.89946	1.61086	1.21516	8.24803	2.06887	1.30167	9.06513	2.31506	2.25238	2.63673	3.00596	5.83602	1.70961
AC007318.5	AC007318.5	29.2537	29.51	50.5117	21.6575	16.2375	43.6124	31.2259	49.0981	19.0341	16.6482	19.452	33.6273	70.4797	24.7478	37.8676	27.3963	44.767	23.06	57.631	112.903	49.6489	24.4924	27.4653	33.3001
AC007347.1	AC007347.1	21.1936	9.3456	3.7589	3.61865	7.71066	6.02836	6.44231	2.11382	5.47602	3.97664	5.43434	6.35108	4.88394	3.78981	2.936	7.11424	6.7911	4.64372	1.12196	2.42207	3.85977	4.39523	7.86208	0.77334
AC007362.1	AC007362.1	3.72963	6.8483	9.03979	14.1864	27.4606	13.115	26.4401	16.9458	8.37563	10.2673	3.26377	10.5247	21.0273	42.4943	3.95681	14.1732	37.146	31.8372	25.7467	34.8725	44.6008	22.2453	7.93544	10.6651
AC007383.3	AC007383.3	13.5259	5.82823	1.80371	4.51336	6.59825	2.20558	15.2458	5.1798	3.4125	4.73953	4.45063	6.24462	8.76408	3.30704	3.42176	3.56969	8.53117	5.82541	2.60842	5.58878	4.85094	10.0815	4.61687	1.1062
AC007560.1	AC007560.1	13.2174	21.1976	11.7744	10.9726	13.1627	16.5496	14.9183	10.7739	6.55688	14.9946	9.12987	13.2206	22.0685	13.1653	8.17229	18.0316	17.6724	13.4585	16.9846	9.38806	7.74636	20.1076	8.50306	14.771
AC007620.3	AC007620.3	8.25651	9.8226	18.7464	9.19508	6.21085	11.4985	11.3948	9.32348	5.56972	10.5346	4.97026	11.9736	11.7743	5.64017	5.92584	11.7603	6.29845	14.262	8.98469	28.3082	11.8782	7.94646	9.34559	11.3313
AC007881.4	AC007881.4	8.37636	10.912	8.46169	13.5708	25.8159	21.5238	18.3334	11.4513	40.1716	12.4916	30.0023	8.6066	4.11635	5.90463	9.73534	11.2659	9.40893	42.2838	11.6601	8.57506	8.0373	21.5663	19.262	6.24758
AC007969.5	AC007969.5	166.391	117.715	225.989	119.744	113.599	133.352	72.7009	139.256	185.437	97.7112	197.537	102.068	251.764	147.8	63.5739	116.306	162.395	62.3862	81.2065	155.337	225.908	122.018	112.102	65.7881
AC008132.12	AC008132.12	1.41935	0.670151	0.991157	1.53983	0.955431	1.28132	2.78684	2.56044	0.444728	1.64302	0.353248	1.41459	2.25539	1.14425	1.20959	1.76184	2.04635	1.18207	1.2981	2.64698	1.32416	0.905893	1.29689	1.13279
AC008738.1	AC008738.1	1.22952	1.91962	0.893827	3.86882	13.7989	17.607	2.45653	14.0113	25.2192	2.85249	20.7048	1.05239	0.698446	0.442753	13.8077	0.484043	1.41057	19.238	1.05076	2.99859	0.317591	6.88123	6.88338	0.37849
AC008865.1	AC008865.1	5.46174	15.7601	7.62648	6.46051	8.56782	13.1594	7.05676	9.10926	20.5932	13.7895	44.0117	3.85318	3.47121	4.62367	11.3117	9.55743	15.0786	11.893	6.32484	13.2111	12.181	8.76103	12.6502	4.64401
AC008964.1	AC008964.1	0.984939	7.1171	1.0245	5.71333	16.0956	13.2043	5.17695	3.44734	27.2171	10.0038	45.4276	5.14939	0.762013	0.577561	8.02362	1.64554	0.387649	27.1291	2.95449	3.93454	3.07526	16.8964	15.4054	1.29577
AC009133.12	AC009133.12	1.90595	1.94643	1.1254	1.48995	1.04428	1.80421	1.8492	1.4933	0.965829	1.80619	2.57814	2.27643	1.89777	2.15511	3.05082	0.950953	1.86629	1.60605	2.65276	1.24289	1.17874	1.20044	2.5733	0.780177
AC009133.14	AC009133.14	3.18466	0.971551	0.610524	0.652135	1.29857	0.838353	1.01571	0.346174	1.41278	0.761823	1.88632	1.463	1.11567	1.53377	3.06233	0.45732	0.740691	0.54275	1.51299	0.950877	1.08012	0.883746	1.04635	0.67311
AC009237.8	AC009237.8	1.44035	0.477012	1.83947	0.558503	0.621119	0.772275	3.61246	1.7746	0.266607	2.26951	0.358204	0.630627	1.32453	3.44214	0.831634	1.37049	0.553143	1.84175	1.12735	1.26145	0.520382	0.704301	1.23245	0.852193
AC009245.3	AC009245.3	53.1839	15.9472	19.9757	22.2075	16.1736	23.4003	19.2453	38.6691	33.0106	15.9329	32.9196	22.4011	38.4816	25.3043	18.2867	21.5434	53.9833	11.1196	31.2003	24.1196	70.9076	33.1565	17.2863	24.7985
AC009299.5	AC009299.5	0.828631	4.84304	6.68245	7.89995	8.37751	8.17875	5.33258	5.13577	2.89852	1.58585	2.06566	12.2769	9.95962	5.61756	2.58239	5.0429	14.4392	3.3235	35.8749	9.27986	3.04174	3.00495	6.6082	5.40216
AC009302.2	AC009302.2	3.98007	2.81721	2.97277	2.82835	2.95651	4.63639	4.20017	5.10499	2.19351	3.47761	2.86988	3.92363	3.45794	2.51048	5.98993	3.61963	4.97416	4.05297	6.10342	3.41917	4.38289	4.40858	3.40135	8.7124
AC009403.2	AC009403.2	4.56524	6.62559	1.74572	1.99039	3.82583	1.80111	3.70268	3.79937	2.61847	1.66327	3.94701	1.9813	2.25961	7.35693	4.96861	4.40001	2.69086	6.0288	7.09054	3.89583	1.32626	3.29547	3.20791	3.99357
AC009469.1	AC009469.1	8.23774	6.14329	3.03429	16.6526	40.7935	19.5047	5.83823	9.8255	35.6395	15.5789	21.6585	20.422	2.24325	10.6027	8.49928	10.5941	18.0814	9.74699	1.52845	1.60488	1.86241	6.10962	4.69333	5.71691
AC009506.1	AC009506.1	6.92895	1.91364	0.685449	0.665365	1.96716	0.732721	3.1405	1.73699	1.47819	1.75058	0.799657	2.13277	0.599496	1.45919	1.53553	1.23091	0.475624	1.38829	1.38724	0.0954545	0.446546	1.2679	1.39186	0.921525
AC009948.5	AC009948.5	7.85004	2.63375	9.52269	7.78103	9.17565	6.25249	8.55454	7.1274	5.10216	12.8609	6.6094	7.41502	8.57261	5.42029	6.89001	4.59731	5.8116	6.15588	6.08849	13.1258	6.21935	8.62138	4.50391	8.7766
AC010441.1	AC010441.1	20.8758	40.4384	32.8059	8.92113	6.12839	3.54302	2.92648	6.37747	16.1709	5.68563	9.46747	18.1147	1.51755	2.49253	26.3234	25.3753	0.647236	10.9916	2.35434	1.21879	2.28763	5.66299	6.56554	4.43791
AC010468.1	AC010468.1	33.8357	25.5869	19.5874	25.1321	13.2895	22.2387	19.6404	51.7123	36.6692	11.6867	32.4378	16.1049	51.5907	36.2394	18.144	23.7332	34.811	11.3845	23.1753	42.2879	63.9967	30.3968	10.5162	18.0815
AC010642.1	AC010642.1	0.710012	0.285148	0.583307	0.150751	0.11695	0.258936	0.23685	0.122088	0.0538904	0.567733	0.157897	0.301171	0.440429	0.181069	0.18523	0.108738	0.206516	0.478996	0.087229	0.211664	0.330597	0.109129	0.20166	0.28336
AC010733.5	AC010733.5	0.648968	1.10224	0.611542	2.52923	0.627824	0.838976	1.22836	1.56966	1.6724	0.851696	2.82321	1.29026	0.967518	3.11825	1.42968	0.928401	4.41968	1.00205	1.49726	2.53931	2.39234	1.41865	0.710437	2.21886
AC010761.8	AC010761.8	2.6986	0.595225	0.379172	1.52441	0.584486	0.333815	0.618923	0.257333	1.54123	0.253606	2.57915	0.536854	0.420489	1.75829	1.40063	0.518138	1.17513	0.198784	0.788677	0.721748	1.27206	0.149208	0.606807	0.948634
AC010894.3	AC010894.3	6.15058	2.02993	0.560886	1.46909	1.92887	1.21612	8.62316	1.26135	1.26169	0.893387	0.638968	2.01847	2.05667	1.50787	0.986263	1.39996	1.17249	0.966686	6.92912	2.08229	1.02608	1.08013	3.08905	1.08096
AC011043.1	AC011043.1	44.8374	18.1222	9.17824	1.03961	8.74255	2.42446	12.5034	12.3775	5.39693	11.1674	2.09256	16.2156	38.2416	10.5752	38.249	9.38903	25.2213	4.86175	8.79282	5.82146	1.65916	17.8543	10.0535	26.4233
AC011330.5	AC011330.5	0.268031	1.4625	1.18821	1.26152	0.443305	1.39037	0.280921	1.28697	0.946092	0.635906	1.50098	1.90804	2.21345	1.92918	2.69732	1.00862	1.88995	1.05141	3.27718	1.94215	1.38539	1.63364	1.52282	0.634025
AC011558.5	AC011558.5	61.7085	7.57583	25.0691	13.9436	31.0431	20.8832	6.35392	1.524	97.7369	22.1757	106.697	9.54719	7.70696	11.4708	17.6604	18.2116	4.57912	22.9332	4.31305	1.63684	5.42261	13.5055	20.0075	3.06967
AC011737.2	AC011737.2	99.3009	64.8925	198.948	172.457	77.6024	108.521	101.074	298.385	146.457	61.6884	194.436	108.181	183.207	235.539	57.3808	80.3908	139.052	85.8434	123.205	232.625	400.68	107.005	95.886	87.5815
AC011897.1	AC011897.1	1.1002	0.381503	0.248231	0.111456	0.103232	0.128102	0.0512423	0.630176	0.298292	0.109696	0.311868	0.155092	1.3197	0.162476	2.66847	0.184035	0.0795477	0.0826165	0.070653	0.0482342	0.0532738	0.120931	0.143597	0.212408
AC011933.1	AC011933.1	30.706	22.4806	5.11896	9.95725	30.3963	33.4845	19.0577	7.3357	50.2882	17.5569	59.81	16.6213	13.5044	8.20598	17.4498	19.8697	23.2786	21.4912	9.03001	10.9344	23.1433	19.026	33.5675	9.85063
AC012146.7	AC012146.7	20.3008	15.5469	4.22278	2.25039	9.79033	10.1186	24.1526	2.24011	8.23108	4.67666	8.67154	4.65988	4.48782	21.2496	11.971	9.72112	21.8152	2.36259	8.11652	20.6351	2.09854	6.93292	4.6071	19.6248
AC012358.4	AC012358.4	3.25266	0.29209	0.148859	0.821317	0.508295	0.238039	1.15688	0.248786	0.661782	0.144211	0.436994	0.391436	0.206877	0.37205	0.263518	0.185817	0.250503	0.25778	0.120576	0.337385	0.149031	0.20365	0.718797	0.0974771
AC012615.1	AC012615.1	18.9234	24.2934	10.7713	7.20795	17.1574	18.1063	9.99211	3.39623	19.6679	14.4644	18.7549	10.9478	15.2647	12.567	13.1981	15.2107	19.4345	8.98965	11.5911	6.28182	12.3096	12.9275	23.3361	5.14325
AC013394.2	AC013394.2	59.4465	41.2738	19.3127	55.3175	31.0586	29.9693	22.7851	43.5723	52.6403	36.8799	61.8752	55.0219	38.1582	53.8351	78.2255	33.3984	53.7908	31.7662	18.3603	38.8135	56.5997	30.2784	34.8673	49.0323
AC015987.2	AC015987.2	69.3699	57.8012	30.4762	14.4367	33.0839	58.3165	39.6803	41.7259	32.2798	36.7219	41.84	20.2053	17.2895	51.4083	38.5553	108.164	66.5007	34.9368	59.3422	46.2971	39.2898	41.524	36.7308	23.1635
AC016292.3	AC016292.3	6.4844	7.45436	2.12928	4.77686	4.42862	8.74305	7.73101	5.51684	2.76051	3.86066	3.46142	8.53905	6.44507	3.09709	4.08077	9.15096	9.27852	6.95173	3.11974	5.73115	6.09175	5.98692	5.92436	10.8739
AC016700.6	AC016700.6	80.194	92.3824	141.127	91.4877	52.5529	86.5514	79.9107	264.391	109.864	38.8476	129.317	58.7435	130.707	138.795	159.046	91.3405	210.823	42.5579	121.876	202.375	347.982	120.164	89.676	109.282
AC016708.2	AC016708.2	25.2421	74.6871	77.34	100.975	33.764	40.7185	33.2669	48.8003	88.3408	34.7432	76.1896	33.6801	63.8294	69.3444	25.6703	36.3048	39.247	37.9619	205.625	108.399	66.2026	54.5034	46.0728	22.5874
AC016712.2	AC016712.2	2.00163	0.900008	1.34704	1.83962	0.856991	1.5677	1.84897	5.79434	1.42168	0.81443	1.78765	1.21182	2.57263	1.76122	1.34778	1.27483	2.43762	1.07948	1.30528	2.71591	3.91858	1.09132	0.831044	1.06548
AC016734.2	AC016734.2	8.14781	15.4394	9.88837	5.80431	9.24302	8.86131	3.88379	11.9298	6.70604	10.638	9.9479	5.83891	9.48902	4.83891	14.4219	11.0585	7.85512	12.6804	9.21595	15.1118	11.9619	10.1864	12.037	10.9379
AC016739.2	AC016739.2	24.4544	42.7574	44.9751	55.5768	26.6555	52.6321	18.5536	85.9678	43.858	27.6431	44.637	22.3541	48.9446	96.4283	44.9833	47.335	134.857	19.7863	61.1823	68.9258	203.164	49.1701	26.2128	30.691
AC016747.3	AC016747.3	7.86018	6.2641	1.29887	2.69727	3.18523	5.04115	7.86533	5.06319	2.89919	2.81475	4.83528	4.36063	7.10688	1.97898	2.45152	1.78514	3.18877	3.13371	3.77635	7.3246	1.9028	2.21163	2.57876	3.44018
AC018462.3	AC018462.3	12.2957	1.56963	4.70911	3.36939	4.39236	6.48039	3.92303	3.39533	7.22131	1.51082	6.91608	4.00962	11.2233	5.80362	1.14594	3.15895	2.95926	2.20317	5.463	3.34143	10.2108	5.23325	3.68809	1.12266
AC018463.4	AC018463.4	0.646123	0.925469	2.73152	1.5136	1.04791	1.98741	1.75239	2.23017	0.962645	1.48835	1.21886	1.91271	2.20422	0.771949	1.5261	1.6777	1.20655	2.24168	1.20854	4.95493	1.33913	1.59901	1.552	1.37591
AC018738.2	AC018738.2	19.5187	19.2406	26.9108	25.9071	20.2007	29.0433	14.5795	14.5652	34.912	15.582	38.125	18.0787	47.1922	37.2031	6.71524	22.6583	17.9817	15.0946	37.8784	16.4868	23.3826	22.7157	16.0399	8.32246
AC018755.1	AC018755.1	0.474601	0.585352	0.150563	0.191889	0.217744	0.402663	0.221971	0.171734	0.471166	0.704339	0.697525	0.203898	0.237057	0.603285	0.37965	0.243429	0.738587	0.133252	0.384808	0.205416	0.148099	0.33703	0.322299	0.242147
AC018766.5	AC018766.5	12.1734	2.51932	1.40275	6.07956	2.58377	3.31628	2.26365	0.271718	9.13775	4.32246	22.8676	2.77557	2.82264	5.76607	6.48911	1.12861	2.92775	1.6634	5.94403	1.73084	2.40425	2.6444	2.61173	2.80738
AC018804.6	AC018804.6	2.20087	0.323169	0.813344	0.92176	0.78152	0.572723	0.801969	3.07102	1.10454	1.49428	2.86855	0.898966	0.357556	0.503355	1.17838	2.31045	2.16395	0.500999	0.315178	2.50796	0.45731	0.310247	0.838971	0.170109
AC018804.7	AC018804.7	1.05087	0.230747	0.593067	0.161825	0.227807	0.324067	1.27318	1.00546	0.244257	7.41789	0.207225	0.52836	5.28908	0.197822	0.12195	0.154885	1.42451	0.131437	0.180425	0.203678	0.214006	0.177114	7.57212	1.16548
AC019097.7	AC019097.7	4.04768	1.57497	3.56089	2.04028	1.10818	3.45048	3.94356	2.80211	1.40929	1.82966	2.62636	1.40988	2.87477	2.89456	1.81419	1.59116	5.15688	1.60606	3.07808	3.39503	2.76806	2.08367	1.68359	3.16679
AC020663.1	AC020663.1	21.6466	11.8557	1.6807	0.913643	7.51764	7.65352	5.41615	2.71191	10.5013	4.49192	14.7754	4.38488	1.65789	5.34953	10.4756	9.054	11.8788	4.13173	1.88452	5.02419	6.86475	5.47257	7.19144	5.9974
AC020910.2	AC020910.2	0.683366	0.545171	0.332886	0.291513	0.285623	0.220288	0.690934	0.23849	0.280238	0.483774	0.269244	0.319549	0.625317	0.24245	0.691948	0.103879	0.739588	0.231581	1.00697	0.237789	0.133331	0.243965	0.272705	0.210228
AC021224.1	AC021224.1	68.2648	23.5552	43.3452	41.5312	19.3318	33.2566	35.7104	36.4171	32.9504	23.8637	41.3079	42.1767	96.4709	31.5225	22.2907	26.2308	37.1428	25.5748	46.065	19.6532	59.5826	27.1866	25.6765	37.3479
AC022007.5	AC022007.5	6.08148	1.36093	0.772917	1.11898	0.821492	1.02499	2.69287	0.234741	0.750494	1.52043	1.26768	0.538266	2.08914	0.695109	0.869993	2.14671	1.29614	0.937452	0.921306	2.29817	1.03034	1.25867	1.36046	0.702224
AC022210.2	AC022210.2	2.49581	1.32073	2.11774	1.06863	0.727787	1.57628	1.34345	4.14426	2.18554	0.740045	2.32208	0.904065	4.00613	2.64092	1.48351	2.12025	4.51184	0.97251	1.27554	2.66081	4.1356	1.20575	1.10227	1.48482
AC022431.1	AC022431.1	146.515	87.5482	157.303	113.778	80.326	86.3649	95.598	274.143	163.055	80.2551	193.067	113.185	130.485	165.864	95.3303	142.844	278.551	80.7443	158.321	337.707	220.499	190.67	122.906	149.56
AC024560.3	AC024560.3	17.7425	4.9949	2.59523	4.63588	3.74699	3.23999	3.24224	4.44082	4.41481	3.34156	7.69319	3.46369	5.75478	8.03143	5.57317	5.79985	4.80901	3.81412	5.01797	9.81665	4.67545	3.63012	3.24969	8.51596
AC025171.1	AC025171.1	0.292402	1.07052	0.626863	0.70603	0.549976	1.00181	0.500499	0.193332	1.29361	1.1394	2.14555	0.437797	0.397636	0.336915	0.854765	0.169298	0.279984	0.918764	2.29192	0.36571	0.251012	2.02528	0.919085	0.377419
AC025335.1	AC025335.1	1.34673	1.07265	2.57277	1.00536	0.631234	1.11558	1.1777	4.49593	1.57606	2.8103	1.80882	0.959615	0.9049	1.24029	1.15857	1.77656	2.09521	1.47546	1.31136	1.39671	0.395096	1.53801	2.56433	3.93429
AC026271.5	AC026271.5	15.3981	13.3049	9.71696	13.1426	8.08958	9.25728	16.9243	10.6914	4.60235	6.94364	4.64981	12.984	13.0779	8.15692	11.1974	8.32478	15.6218	7.97113	31.7769	20.0186	12.9559	17.097	8.85919	12.0332
AC027612.1	AC027612.1	1.43976	0.486652	0.996242	0.869323	0.650614	0.536036	1.25571	0.784136	0.399009	0.653516	0.497935	0.738091	0.843848	0.847012	0.767806	0.591086	0.815881	0.429766	0.756756	0.589663	0.649737	0.716907	0.470388	1.04516
AC027612.6	AC027612.6	56.2383	3.74277	16.0729	19.9264	10.9145	14.3544	23.7166	10.8919	10.9575	33.4198	10.2269	21.2086	39.1753	25.568	17.4939	16.4783	18.8128	7.24987	6.57112	9.3765	10.4151	10.9934	9.93146	22.0903
AC027763.2	AC027763.2	4.64509	1.45159	1.89628	3.18249	2.63232	2.34394	3.94068	3.09225	3.84574	3.16509	6.31451	2.29951	1.40913	7.54823	3.95302	5.21049	4.87958	2.39017	7.47894	4.76315	0.767969	4.87364	3.59927	6.09885
AC034102.1	AC034102.1	16.2422	12.1221	7.83532	10.5895	19.7799	24.554	45.8118	18.2887	22.7236	14.2758	25.1069	13.5951	18.3625	10.0563	18.3023	29.1236	33.6894	12.6287	38.6079	13.626	41.4009	27.0361	20.1939	13.6575
