NAME	DESCRIPTION	SK_MEL_301T	SK_MEL_311AT	SK_MEL_321AT	SK_MEL_337T	SK_MEL_351T	SK_MEL_363T	SK_MEL_381T	SK_MEL_389	SK_MEL_394T	SK_MEL_398T	SK_MEL_430T	SK_MEL_445T	SK_MEL_455T	SK_MEL_539T	SK_MEL_499	SK_MEL_526T	SK_MEL_540	SK_MEL_551AT	SK_MEL_560_2T	SK_MEL_566_1	SK_MEL_574	SK_MEL_581_1T	SK_MEL_598_1T	SK_MEL_641_1
ARFGAP2	ARFGAP2	58.7095	21.1118	48.1008	19.1217	31.1837	31.2298	24.6757	38.377	35.1593	38.4288	46.2152	28.2739	33.2425	23.557	32.4694	23.7867	30.1374	32.4092	24.8302	30.9559	25.4706	21.1888	20.4702	26.0452
ARFGAP3	ARFGAP3	22.3359	21.1684	20.0186	38.0158	19.4694	15.0421	32.9318	18.5334	13.2747	21.6896	13.2827	56.3451	13.6887	22.7112	34.7555	24.1063	13.3662	22.8053	32.7824	16.8173	12.5096	36.766	19.9135	32.6198
ARFGEF1	ARFGEF1	11.5561	21.0255	8.9246	21.379	10.5204	29.718	9.49109	12.2162	9.37732	8.99977	15.2488	11.8075	9.53773	11.6306	12.8441	11.0678	13.8184	11.9093	9.981	13.3935	8.39959	6.57782	10.2242	19.6442
ARFGEF2	ARFGEF2	6.23217	8.32267	11.2453	20.2784	10.9732	10.383	27.7999	8.6846	4.42281	7.94527	6.70551	14.6257	11.0054	17.7476	8.24146	12.2112	22.2893	10.5714	9.9816	14.993	6.25918	11.7437	12.6223	13.9737
ARFIP1	ARFIP1	15.4862	24.0418	10.9418	18.966	10.4905	16.4438	23.7989	20.7263	9.98284	16.1384	9.91767	14.2027	18.1007	14.9089	24.5543	18.5389	14.9975	18.553	10.7882	19.2569	20.5551	17.774	6.79835	17.9003
ARFIP2	ARFIP2	35.4615	14.198	28.2895	17.5593	17.3525	21.4976	24.5921	25.7305	16.8383	14.2062	19.7616	21.7171	19.9642	19.7674	25.8045	16.285	28.3176	17.6587	14.9054	20.1355	25.5716	15.5536	17.4385	19.0443
ARFRP1	ARFRP1	44.8464	24.5818	37.3004	22.6687	28.4282	28.8012	43.8819	9.19871	31.0304	14.078	33.7927	16.399	26.9238	21.2698	20.3199	22.7064	26.8752	26.4146	11.5166	22.9071	12.2417	22.6892	19.8986	18.3254
ARG2	ARG2	3.99762	4.1262	8.00051	2.11126	2.53705	2.37889	2.58839	2.87752	0.931621	5.65581	0.567194	7.85601	6.03652	2.17726	4.98523	7.88314	2.82067	4.98509	0.870831	2.67057	2.19765	1.15048	1.93128	1.57782
ARGLU1	ARGLU1	179.91	34.4859	10.8977	45.0255	17.0396	16.6414	32.1014	11.1145	39.0236	24.3812	97.3153	39.1189	36.5734	45.1938	72.8646	16.2572	34.5659	17.5029	14.9877	34.6673	52.9952	17.3674	18.5418	29.7669
ARHGAP1	ARHGAP1	22.2674	17.352	39.8904	24.8986	22.3793	27.8317	19.8246	23.0621	35.435	47.4568	32.5838	22.4132	19.0256	22.7751	18.54	24.1352	24.1128	28.0133	18.5668	22.2951	13.2127	12.576	21.5913	20.9403
ARHGAP10	ARHGAP10	4.20536	7.09678	7.32008	4.0471	3.10378	4.96638	5.5595	6.33649	10.5651	3.50923	6.18326	7.05152	2.6707	5.96603	2.55656	4.28729	3.37791	4.2912	0.916411	8.60956	3.84119	3.00327	3.56585	7.70346
ARHGAP11A	ARHGAP11A	7.85265	8.67106	23.5682	8.36225	3.12567	3.2051	4.29561	11.1966	2.14867	3.61788	2.89696	5.60153	13.8195	9.33186	10.3861	5.02384	5.1589	4.80666	5.79015	8.184	4.07628	1.91135	5.96102	5.12427
ARHGAP11B	ARHGAP11B	3.58939	3.95742	6.34385	6.16841	2.27618	1.57039	2.03614	2.6249	2.11334	1.73898	3.33749	2.92969	6.25346	5.27215	5.52523	1.77909	2.30597	2.4858	3.36916	2.83063	2.09623	1.37865	3.11487	2.54954
ARHGAP12	ARHGAP12	5.53463	8.19252	10.3724	12.9556	8.4957	12.9889	9.02305	8.74206	6.90989	12.4299	7.43012	5.64375	11.1935	8.11587	16.4698	8.12692	18.7779	11.5568	7.69607	23.17	10.5451	14.6577	10.8823	6.21032
ARHGAP15	ARHGAP15	0.848803	5.6073165	1.85174	5.8248825	8.531099	5.996565	4.530882	9.96651	23.505909	14.44	36.5898095	5.615112	1.183819	3.5363425	5.298784	2.2017095	3.2195635	20.4615	3.48148	4.223413	2.2134755	5.6898545	5.285851	6.306706
ARHGAP17	ARHGAP17	41.4011	22.4334	18.371	18.0965	24.148	19.747	35.772	13.5628	34.0937	30.1131	63.85	25.2513	8.25781	16.2106	22.3052	16.2935	14.5583	27.362	6.85667	17.1237	15.0047	16.0963	22.9819	26.9091
ARHGAP18	ARHGAP18	4.2513	15.9797	30.8744	10.7452	9.08735	8.20908	9.34167	9.50231	9.17815	12.0719	4.44021	22.3475	3.32065	11.4377	14.0983	11.0337	4.10843	14.3091	6.9656	18.3161	26.7244	17.6694	10.0923	17.4031
ARHGAP19	ARHGAP19	7.25367	2.44079	4.4908	11.1808	2.76136	3.11336	4.66061	6.84776	3.22231	1.67297	6.40557	5.97616	6.75101	8.00245	2.17437	1.46922	6.95547	3.93749	14.0111	14.5108	11.2898	10.3137	3.51029	1.9665
ARHGAP20	ARHGAP20	0.211634	2.833	1.05533	1.97942	0.72459	0.468251	0.109362	1.82738	0.805382	0.336244	0.534969	1.16748	0.150772	1.66521	0.737044	1.12578	0.912121	1.43896	0.328234	0.210593	0.156183	0.759544	0.268557	0.185999
ARHGAP21	ARHGAP21	4.93509	7.86175	24.3452	21.2378	6.0098	11.4877	13.7415	5.48531	6.34055	9.78952	4.58289	12.2505	12.6989	10.5359	11.1485	6.31444	9.32236	11.6645	8.87156	17.7865	9.78942	10.25	6.88474	5.39648
ARHGAP22	ARHGAP22	0.988116	1.80509	40.7045	2.25872	2.06366	3.79242	2.1216	2.73956	9.75907	2.02703	10.0623	3.57476	2.35899	0.88453	1.33061	0.798428	0.60481	5.02123	0.238965	0.7254	0.576637	2.71352	1.33641	1.44757
ARHGAP23	ARHGAP23	8.43269	15.2141	14.9526	6.30812	6.35025	5.85494	8.2659	9.79865	7.65337	17.3116	4.93839	10.5531	5.77652	3.56505	4.83817	3.87598	5.80758	10.8178	3.74588	0.827563	2.60575	4.91784	5.25535	18.326
ARHGAP24	ARHGAP24	3.18254	4.12297	9.69583	12.6824	1.81247	1.29961	13.0119	7.34494	7.21753	6.7002	15.606	2.00916	1.35468	1.44257	4.18625	9.10707	3.02223	0.799296	9.24775	1.05922	2.45174	4.89587	5.53336	4.06564
ARHGAP25	ARHGAP25	6.13257	4.25265	1.8608	5.41082	17.549	11.1328	3.34689	3.15834	27.5501	11.7451	62.4323	5.39415	0.70997	1.1974	5.50856	0.945481	0.606758	25.9123	0.652622	2.63114	9.35026	7.43833	15.1178	0.819886
ARHGAP26	ARHGAP26	1.49862	3.37772	1.79619	3.40741	4.25849	12.3192	4.57434	1.62918	3.46135	4.03753	3.73986	6.06015	5.68761	1.84477	10.7437	4.61836	8.76495	6.31794	4.13982	2.57825	3.34948	2.22406	2.7623	9.7189
ARHGAP27	ARHGAP27	1.21861	3.00573	2.59708	5.56967	8.52237	4.44738	3.36237	2.34468	18.8085	7.32997	43.0172	3.50663	0.914818	1.99793	16.3632	1.18147	0.86529	9.8418	1.73873	1.34235	1.86627	6.31163	5.50406	1.20139
ARHGAP29	ARHGAP29	9.42417	2.50373	41.5732	11.9582	2.40599	1.26154	5.57454	5.85037	4.10615	2.77878	3.68012	3.76831	1.70544	1.83741	2.10132	1.2645	0.870422	4.82316	1.93274	2.19722	4.0114	1.46928	0.747596	1.37423
ARHGAP30	ARHGAP30	1.01181	6.49953	2.6026	6.65471	15.3271	13.0935	4.95202	4.61983	43.8135	14.0742	69.2924	5.36723	0.694349	1.35251	8.10303	1.2122	1.04117	33.382	0.693354	2.88175	1.84261	11.1386	15.8155	1.6171
ARHGAP31	ARHGAP31	1.65212	7.26691	5.34832	4.61762	5.08721	6.50369	10.1652	6.30851	6.08323	10.0551	4.48671	3.85085	2.9515	7.85343	2.45405	9.93975	8.23478	8.77035	7.25496	2.81995	7.70405	6.12069	3.97029	5.60431
ARHGAP32	ARHGAP32	1.27806	1.9717	6.30851	2.82298	1.12388	4.31803	2.35379	3.26617	1.11944	3.50511	0.872214	3.31092	2.61398	5.06223	5.8171	3.45212	5.35723	2.39569	1.07507	5.67568	1.33602	2.26386	2.38886	5.8103
ARHGAP33	ARHGAP33	29.0058	3.24307	1.96359	5.57337	1.66076	2.4247	2.3705	0.309869	2.91452	2.03502	5.22935	1.72054	2.86621	1.9049	3.25619	1.13349	1.6452	1.52428	2.37164	1.67909	0.771348	1.08773	1.38482	1.80134
ARHGAP35	ARHGAP35	13.1336	10.6709	24.1701	11.0989	6.80852	9.89079	7.08511	6.51336	6.79709	14.1251	5.63351	9.07688	13.2123	15.3674	8.39613	9.53539	10.7211	8.47077	11.0903	14.3921	6.9889	5.05386	11.2325	10.2844
ARHGAP39	ARHGAP39	7.90427	2.91178	2.09641	6.66196	4.17927	8.07361	8.67637	0.918562	0.985941	3.31517	0.520642	3.66937	6.69542	5.13089	2.92235	3.59571	6.87443	4.91152	2.23186	3.42601	2.92037	3.03064	4.54476	16.8483
ARHGAP4	ARHGAP4	50.6468	15.5157	2.7687	27.0199	38.6051	18.76	38.3568	6.15904	100.157	22.1023	196.224	14.9849	4.43722	5.82913	20.3129	2.34745	3.11895	44.2744	2.36647	6.31291	31.23	20.0958	26.1182	9.31841
ARHGAP42	ARHGAP42	0.668485	3.81712	1.42244	7.1833	3.89837	6.4143	6.09497	14.2176	2.42041	3.57576	1.24608	2.95802	3.08434	12.2806	4.87403	5.80114	8.02538	1.4589	32.3789	12.0384	2.59184	5.86117	4.99164	22.8202
ARHGAP6	ARHGAP6	3.69001	3.90958	0.373306	1.69124	0.324768	0.342041	0.532252	4.27446	1.71319	2.12477	0.825033	0.798838	0.339994	0.27793	0.534621	0.153016	0.0548239	0.328752	0.230208	0.238916	0.193039	0.376186	0.63762	0.280625
ARHGAP9	ARHGAP9	1.85278	9.41979	2.13982	8.47803	18.556	11.153	8.63943	5.10258	68.3263	15.9038	143.283	8.13612	1.08604	1.67913	23.944	2.26898	0.621348	28.3893	0.778645	4.11948	2.88514	14.3559	16.5068	1.96655
ARHGDIA	ARHGDIA	178.252	223.353	442.818	138.085	200.148	261.937	363.147	148.059	225.793	177.484	233.369	174.689	324.307	171.232	188.203	275.593	232.713	238.346	428.811	363.534	318.398	179.091	247.877	199.476
ARHGDIB	ARHGDIB	17.4885	184.22	42.3085	147.057	257.681	132.129	73.694	110.365	483.203	160.493	637.995	102.375	20.5138	56.2605	96.9465	18.9767	17.8008	278.617	15.0421	31.5983	105.171	162.812	196.62	32.073
ARHGEF1	ARHGEF1	23.7716	39.7446	37.2385	29.791	37.9213	26.1647	30.0989	16.8898	114.181	53.183	282.44	28.308	24.5911	21.3641	44.291	23.9607	21.6719	37.6422	15.2159	23.8362	30.0287	25.4668	37.7404	24.2674
ARHGEF10	ARHGEF10	3.5157	3.61164	2.6628	9.37179	2.31663	6.4316	8.02851	3.29138	4.21241	5.31584	3.76309	6.04556	9.57183	21.6024	2.16378	6.43911	18.4998	11.9622	2.90017	7.26159	7.78407	8.07329	6.24428	15.7627
ARHGEF10L	ARHGEF10L	6.68284	14.6521	2.98665	6.16275	7.56409	11.3945	4.53082	6.66541	10.4926	6.41201	3.46414	6.49127	7.48014	5.19182	8.55528	6.78946	5.27364	16.4587	3.35125	3.5276	1.2135	6.88736	9.04086	7.1376
ARHGEF11	ARHGEF11	10.5796	14.7952	4.78145	24.011	13.12	22.1996	29.7711	8.17809	8.79256	17.1045	4.53328	13.2637	19.9165	16.9371	19.113	37.4616	23.8008	21.6436	8.47463	27.0354	18.3375	24.5702	15.4185	40.3357
ARHGEF12	ARHGEF12	4.58483	9.77102	24.7709	15.1426	8.14641	12.5679	9.87608	22.3874	7.56876	25.0395	6.47011	22.3186	8.85833	14.1946	21.2996	17.8643	15.6086	11.6163	5.99941	11.6053	5.81819	8.58651	12.1947	22.604
ARHGEF15	ARHGEF15	0.578322	2.7136	1.38496	5.82653	2.33785	1.61716	2.00071	1.75219	6.18474	1.87398	4.64858	3.12906	1.47164	1.74563	1.58835	1.46685	0.477086	1.29893	1.21577	0.646418	1.20362	0.57598	1.01639	0.868821
ARHGEF17	ARHGEF17	12.5619	5.83387	9.45604	16.0779	5.06813	5.12156	8.73181	4.25228	6.80922	7.04812	4.00561	5.66309	11.4733	11.7906	3.52038	3.01403	3.55168	5.33224	7.01493	3.13396	2.56684	6.22416	6.71986	5.69597
ARHGEF18	ARHGEF18	9.76802	8.48009	18.6664	8.30744	11.1271	12.2188	7.64246	6.42458	22.4286	13.2135	32.1511	10.1904	13.7786	10.115	16.9474	7.28224	6.96511	12.554	14.3752	9.01536	5.88319	6.88164	12.242	7.91996
ARHGEF19	ARHGEF19	9.89971	4.44398	6.67602	5.7951	3.07873	2.37911	5.33939	4.49826	5.15445	4.09006	4.79914	4.33096	2.14207	3.35496	2.71446	1.74408	2.85204	1.30005	1.44418	0.237113	0.753316	1.99203	4.04062	1.54712
ARHGEF2	ARHGEF2	65.3801	21.7687	37.9043	31.6472	29.7215	33.921	49.155	30.3791	36.7272	131.555	52.335	34.6264	73.2026	26.8812	30.5739	76.1502	48.0042	88.3236	23.799	27.485	46.115	42.25	26.5958	26.7751
ARHGEF25	ARHGEF25	29.8547	4.08349	2.14963	11.0766	4.26041	3.7992	12.8509	4.90459	9.23083	11.022	5.00148	6.16539	10.8845	10.8986	6.36434	9.38572	7.66116	3.68728	4.70186	2.48454	4.23242	5.84423	7.61868	11.1418
ARHGEF26	ARHGEF26	6.9777	1.46093	0.70296	3.59726	4.3954	1.05532	2.1984	3.01584	1.88873	11.3049	0.505341	7.47931	4.99968	6.46805	1.39458	0.352944	5.96807	0.355686	4.41847	3.76846	2.26468	5.31551	3.4877	2.35821
ARHGEF28	ARHGEF28	1.08074	1.35086	10.4627	2.55529	0.405919	0.291668	0.884597	3.23952	0.725354	0.834286	0.441499	6.51307	0.625194	1.16238	3.15247	0.906762	0.391783	0.363805	1.54473	0.28617	0.394761	1.58401	1.34022	0.941343
ARHGEF3	ARHGEF3	7.68225	5.99888	18.4197	8.0599	10.2993	5.62392	6.54863	7.56168	11.2134	10.059	22.288	17.0057	4.38602	2.96018	5.54001	2.85743	1.337	20.5095	1.29678	7.20082	3.41328	7.64124	14.3631	6.36423
ARHGEF34P	ARHGEF34P	1.87218	2.73507	0.229579	0.369678	0.926942	0.193878	2.82713	1.96948	1.1216	0.462199	0.71955	0.687147	1.92748	2.70014	6.66271	0.0898823	0.0210765	3.2405	1.03203	0.0591713	1.06884	1.00878	3.50926	3.40154
ARHGEF35	ARHGEF35	2.62432	4.41283	0.0949766	0.393275	1.36742	0.295696	4.44735	0.851599	1.72939	0.829739	1.07231	0.586806	4.72215	3.06253	6.42252	0.131412	0.0479139	1.63278	2.95212	0.0695775	2.39813	1.51341	8.07689	1.84405
ARHGEF39	ARHGEF39	4.18654	3.73406	1.843	3.18376	1.30796	2.05768	1.69195	1.54241	1.32896	0.759845	1.8691	1.68666	2.60158	4.54615	1.41459	1.58434	4.12083	1.70394	3.97608	2.59263	3.00974	2.10248	1.69387	3.18687
ARHGEF40	ARHGEF40	53.5257	13.1585	17.8262	27.9605	18.6402	12.8728	50.1846	12.2358	14.2366	35.7986	4.10327	24.0469	18.5669	9.93101	10.725	38.735	13.3533	13.3186	36.4874	9.29279	20.3085	21.1865	10.1668	13.7546
ARHGEF6	ARHGEF6	13.209	12.3742	5.9351	7.3966	7.01026	4.68567	4.70882	4.87278	12.3764	15.248	20.3583	10.412	2.48804	5.44352	4.12426	1.20379	4.33967	15.2416	1.3879	8.86426	1.02458	9.25254	20.3114	2.38845
ARHGEF7	ARHGEF7	26.6553	18.8265	7.54056	13.8723	9.70105	11.1711	13.3123	10.6759	13.5698	11.7001	15.9779	15.6718	11.5313	25.5696	11.8415	12.8481	15.8484	15.1629	7.0115	18.6802	17.9714	11.2518	9.16873	16.3924
ARHGEF9	ARHGEF9	7.4175	4.60143	3.72054	4.22218	4.07658	2.11633	10.165	4.2454	3.51664	3.70462	4.45691	4.47403	5.31161	2.36452	3.6808	5.67279	4.146	4.25732	6.28241	9.80216	1.04918	3.89526	2.54951	5.13791
ARID1A	ARID1A	18.9095	6.18603	19.1561	14.1665	12.2711	19.3398	19.5071	7.23009	15.2496	15.0444	26.7952	14.0297	25.9652	16.1574	10.5757	12.9939	13.2797	15.3265	16.0452	5.72472	13.6969	8.5019	10.4176	24.143
ARID1B	ARID1B	14.4388	15.194	9.16231	10.1358	7.96615	6.68309	18.5147	12.3513	9.82584	10.5208	14.5238	15.2723	8.99063	21.1669	8.71627	8.76524	16.8319	10.0333	22.663	12.8956	11.7469	5.80372	6.05114	10.2374
ARID2	ARID2	4.71785	2.68145	2.60496	5.25209	4.54655	3.29446	5.80184	3.53818	3.06557	4.2863	5.14764	4.26786	5.91571	4.24456	4.4043	3.32292	2.22274	4.13429	5.25907	1.70795	3.83782	4.25656	3.64745	7.16805
ARID3A	ARID3A	4.82491	1.20166	10.1332	3.45253	6.67447	3.1421	4.25238	1.08593	2.82454	2.50934	5.43929	9.15267	13.0049	2.99712	7.19891	3.20931	2.27795	4.97064	0.720059	2.76921	1.70785	3.16672	4.80735	5.40459
ARID3B	ARID3B	1.6541	0.832948	2.51771	1.85206	1.77748	1.0469	2.36253	0.447555	3.08835	1.84318	6.66457	8.87992	4.14901	0.638527	2.28722	0.783493	1.17763	1.71192	1.3733	1.26982	1.24273	0.831387	1.38012	1.60369
ARID4A	ARID4A	2.76158	3.03304	3.66691	6.95067	3.62287	3.88815	4.48276	4.07708	4.06958	7.41378	7.00342	4.39569	4.68345	3.89004	4.70392	2.82185	5.55603	5.89687	2.40741	5.17466	4.76153	4.92837	3.07286	5.77172
ARID4B	ARID4B	9.03176	6.53584	5.28014	12.6275	4.65295	11.7633	8.61737	8.09806	7.55717	11.1306	15.3109	11.5201	10.6443	8.26125	12.2594	11.9527	9.2341	11.7904	5.63969	9.57445	7.32875	8.14516	9.97532	5.83216
ARID5A	ARID5A	9.21913	10.0271	4.63107	10.1022	14.1399	10.1533	9.48238	7.06659	30.1585	22.6486	41.7248	29.6897	5.06574	4.54693	13.7993	14.6765	1.87227	23.8365	5.74368	5.7381	5.01457	8.91332	10.5617	4.85413
ARID5B	ARID5B	4.77129	10.3044	3.62323	22.6589	8.20871	14.2231	3.72382	18.3128	8.43302	4.34093	7.84031	10.883	3.83758	54.7319	10.6119	11.3313	33.1288	8.07491	17.7849	8.97503	7.91198	6.45843	4.29197	2.31129
ARIH1	ARIH1	10.0786	12.3369	18.8323	22.9602	12.1686	20.0347	12.4173	16.6189	10.7769	20.8043	13.3653	27.4973	19.0605	23.013	23.3283	22.4731	20.0329	16.1943	14.9399	25.772	25.1063	12.7416	15.2827	32.0171
ARIH2	ARIH2	39.5232	14.4231	37.3932	28.5062	25.1302	27.7873	33.5882	22.5355	19.8283	30.7629	29.2441	25.6606	37.6947	20.1924	24.6602	30.5943	26.8363	28.949	36.1447	30.1342	30.3383	27.5178	23.5641	40.6078
ARIH2OS	ARIH2OS	2.45271	1.25871	0.456048	0.515752	0.947262	0.738961	1.09647	0.525519	1.11145	0.737485	1.57214	0.399763	0.683182	0.849304	0.537434	0.379231	0.864393	1.27722	0.645119	0.387333	0.830226	1.04994	1.3719	0.454429
ARL1	ARL1	18.5835	29.4693	28.3234	41.5957	27.8832	31.2198	32.7423	37.0561	16.0221	35.8757	14.8055	34.7327	26.3549	28.2015	39.3044	38.2017	31.6327	26.052	47.8009	26.7227	29.0836	48.0347	46.5012	36.3772
ARL10	ARL10	2.68281	1.39181	3.92514	4.26928	0.953255	1.66337	3.42985	1.34795	0.908605	2.50675	2.53051	1.86356	7.54967	0.770706	2.0661	2.83697	4.14203	2.57988	1.29921	0.726564	2.64504	1.75574	3.1777	5.34492
ARL13B	ARL13B	5.94259	1.91171	7.68684	3.66547	1.88527	3.49356	3.34415	4.97545	2.11196	2.64679	2.43196	6.07662	2.4524	4.06986	3.14843	3.23979	3.06372	4.72021	8.52718	5.93407	3.03629	5.51088	4.01799	5.18542
ARL14EP	ARL14EP	12.605	8.33589	13.0195	10.7982	8.2647	10.6502	9.24725	22.086	10.8361	14.9167	18.4773	14.0994	22.1749	12.0967	16.106	8.93326	14.9012	11.6829	14.6957	17.8989	12.4131	8.98513	11.954	27.2518
ARL15	ARL15	1.90434	14.9923	3.43499	14.8526	10.6832	9.4884	6.8711	10.0342	10.4127	8.41313	6.56026	17.9209	8.64405	8.73817	8.40838	6.31447	9.01042	10.9567	10.2218	12.8664	6.57935	6.21205	7.37346	10.6343
ARL16	ARL16	35.494	24.8533	18.7636	10.7943	12.1792	23.8181	20.6256	23.1486	13.3874	15.4927	24.9045	12.1071	20.7092	19.5606	22.5552	23.7133	29.2719	12.3839	58.6198	22.978	28.0049	18.2701	12.519	45.2171
ARL17A	ARL17A	8.16201	2.1355	1.59777	2.32189	1.59133	2.94539	2.80797	1.63376	2.50841	1.69583	3.05165	2.13686	10.2125	2.85191	1.94153	1.27948	2.03005	2.69327	3.21553	2.45917	1.63503	2.13299	2.94038	8.60918
ARL17B	ARL17B	9.6493	2.28957	2.3114	2.918	1.81089	2.97076	2.88058	1.65494	3.46286	2.31174	4.10098	2.8311	8.83046	3.77221	2.99094	1.33111	2.44905	2.73589	3.4347	2.63309	2.19142	2.41485	3.33505	9.42719
ARL2	ARL2	87.6458	77.7875	275.862	43.5664	104.07	116.537	143.584	78.5102	60.4979	97.2745	47.3882	37.4105	78.5821	56.4034	73.2637	90.1423	96.4086	55.4874	46.33	106.81	44.3365	113.87	60.4614	55.0989
ARL2BP	ARL2BP	62.104	46.3727	64.5424	32.2624	24.1715	31.22	43.783	48.9101	31.7614	52.0728	27.4194	44.5614	30.7283	25.0336	30.0611	40.2795	37.6599	31.5752	7.35152	68.2628	18.3804	28.4407	44.3444	17.1455
ARL3	ARL3	10.61	4.35791	11.3006	3.8735	3.62829	3.75325	4.7809	6.05823	3.52422	3.09434	2.29456	5.04449	5.00684	4.23064	4.1534	3.36423	4.14856	3.79976	4.7863	5.99658	2.80418	4.65871	4.57652	4.97369
ARL4A	ARL4A	9.71879	17.7825	11.5285	14.736	14.2817	9.31543	10.1201	38.1832	18.5849	9.38441	9.5462	8.52781	7.97659	17.6087	23.6383	10.7811	31.5785	2.60665	8.07953	14.4404	18.0374	11.0791	16.3413	9.95938
ARL4C	ARL4C	7.66527	5.78242	83.4655	14.3033	9.35669	9.75873	4.51866	8.55538	32.3818	14.7324	38.4592	18.4277	5.05113	1.73679	8.66589	9.82058	0.743748	18.4585	1.60968	7.79502	2.41501	8.40784	16.2619	6.07317
ARL4D	ARL4D	5.78966	2.46712	4.13314	2.79992	2.5833	2.67864	2.48421	9.69558	2.86047	2.89625	2.46339	2.31303	6.30701	2.37435	2.46304	3.81467	4.44809	2.3299	1.38931	1.28823	1.22892	2.0682	3.05996	2.49034
ARL5A	ARL5A	24.1571	9.38563	16.925	11.8744	16.7763	13.4751	18.389	47.2343	12.4641	15.3774	12.6193	32.8688	18.6917	15.8962	20.6174	12.7021	11.1689	12.3112	9.15215	34.041	12.0806	11.9052	11.9975	26.6758
ARL5B	ARL5B	8.40441	1.81693	5.65207	7.3034	3.85593	4.02712	6.20022	3.87965	1.77953	2.80101	2.97228	13.2687	11.679	3.71244	11.063	2.94467	6.49184	3.22606	4.97256	8.3559	8.44425	3.85853	2.77849	5.11626
ARL6	ARL6	4.01001	1.88399	5.92491	1.65479	1.54762	2.84851	2.95149	3.44864	1.60859	3.33055	1.89664	2.16975	2.51545	2.35405	2.62167	2.87742	4.6878	3.53053	3.24734	5.90705	2.58197	3.13926	3.83855	3.1897
ARL6IP1	ARL6IP1	171.108	151.838	78.3847	77.6438	68.1313	88.6367	74.7987	130.158	54.3456	79.3405	58.5742	117.761	49.5471	103.848	166.997	75.9076	56.3733	105.642	150.948	76.4022	49.4591	66.7647	89.9589	97.8893
ARL6IP4	ARL6IP4	236.791	122.479	101.102	89.8101	140.055	124.291	132.781	91.2854	163.69	97.2066	167.548	118.511	116.912	90.4277	122.941	117.875	73.8879	98.1106	125.603	79.7492	138.722	153.924	114.622	87.303
ARL6IP5	ARL6IP5	35.2401	82.3979	93.8955	93.8471	128.267	118.565	87.1354	115.426	79.4754	85.4038	92.0139	64.8857	76.7806	59.2102	92.5628	156.985	100.761	116.465	178.42	119.887	114.64	149.373	88.4452	55.4985
ARL6IP6	ARL6IP6	15.6231	7.47666	28.0467	9.49842	8.24805	14.6122	18.0635	22.983	6.37779	11.9077	9.6841	19.9049	16.1158	9.30528	13.5124	11.1564	14.8233	13.1313	9.21982	24.8886	11.0887	15.3176	8.37099	35.3017
ARL8A	ARL8A	28.5829	27.4316	21.5225	26.1482	33.0873	58.0552	45.167	26.7331	32.5019	29.6788	25.5762	34.6488	42.1145	22.3616	28.5503	51.7713	40.3822	44.9018	20.1057	43.4292	35.6669	41.1733	43.9195	71.3206
ARL8B	ARL8B	34.5478	18.1682	57.2287	26.2791	35.4976	41.782	39.9441	54.0497	24.1387	29.0135	22.0164	31.0666	36.8107	32.495	34.6242	57.7852	39.6522	43.5609	81.6276	46.1429	46.288	57.5933	35.6668	45.446
ARMC1	ARMC1	16.7274	30.2593	9.10225	29.0963	14.5462	40.5221	11.5203	24.4234	7.33372	10.6611	10.1603	11.0696	16.0532	12.9618	15.649	9.19353	21.2641	14.7071	10.8361	19.4594	9.55477	9.57928	13.2359	28.7565
ARMC10	ARMC10	17.5383	24.8868	40.6657	12.9487	14.8143	22.7824	21.6213	39.5112	11.6516	28.6578	12.0001	18.4176	21.635	41.6884	21.3413	39.6824	39.8333	32.9927	64.1937	43.1846	27.9515	30.7363	27.8285	37.8347
ARMC10P1	ARMC10P1	3.52416	4.12178	8.27937	2.09467	2.13162	4.53424	3.8778	8.48673	1.95233	6.40912	2.04748	3.25377	4.1919	8.48657	4.12986	7.97709	8.49927	6.49587	14.0737	10.3056	5.52421	5.9112	5.59338	7.99662
ARMC2	ARMC2	4.55123	2.30862	2.20043	1.13635	1.32222	1.25327	1.87621	1.10482	1.54577	0.958328	0.863271	2.84131	0.933264	1.37394	1.083	0.97609	0.699685	1.1868	0.357033	1.84373	0.941491	0.944031	1.23463	4.60705
ARMC5	ARMC5	19.9638	5.2967	3.77829	3.39274	5.14348	3.75803	5.98655	2.83083	6.71449	4.60536	6.93315	4.49169	3.3157	4.49401	4.98563	2.41208	2.36493	3.69313	10.58	1.72653	2.72751	3.39712	5.05606	3.49795
ARMC6	ARMC6	32.8022	17.8303	32.6679	13.4991	11.7136	18.0865	58.8499	18.4658	12.3294	14.0502	14.9071	12.0126	45.4624	10.3492	12.4815	14.6159	10.9904	11.1657	15.9976	20.6868	17.3841	11.9515	11.9978	20.9492
ARMC7	ARMC7	11.8008	8.62501	5.95223	3.40888	6.85141	9.90606	7.43587	6.36776	9.23918	9.60128	9.46581	3.48303	11.2254	7.59587	6.88633	6.51959	9.10939	7.46853	18.0331	8.31643	8.29545	5.98816	6.06774	11.5871
ARMC8	ARMC8	22.3432	12.1705	16.9735	9.42068	8.8418	11.4466	15.3715	12.9844	8.00216	11.8621	13.2985	11.9938	9.98084	10.7454	11.6171	14.1741	12.5134	13.7631	10.9176	13.2821	11.9413	10.3707	12.5506	13.748
